  1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00	1.34E+00	-1.33E+00
  1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01	1.82E+00	-6.35E-01
  9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00	9.86E-01	-1.89E+00
  1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00	1.94E+00	-1.64E+00
  9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00	9.77E-01	-1.35E+00
  1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00	1.95E+00	-2.04E+00
  2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00	2.11E+00	-2.13E+00
  2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00	2.07E+00	-2.46E+00
  8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00	8.69E-01	-2.41E+00
  1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00	1.80E+00	-2.77E+00
